shipment_id,region,transport_mode,warehouse,shipment_volume_kg,delivery_time_days,distance_km,transport_cost,fuel_cost,on_time_delivery
SHP-0695,North,Road,WH-D,136.16,5.54,628.08,1258.63,25.16,1
SHP-0696,South,Road,WH-A,73.31,5.88,607.52,719.65,18.74,1
SHP-0697,West,Road,WH-C,45.05,7.0,278.21,672.97,17.13,1
SHP-0698,South,Road,WH-B,61.84,4.16,682.52,647.05,31.25,1
SHP-0699,South,Rail,WH-C,168.51,8.32,315.45,1252.24,10.0,1
SHP-0700,South,Rail,WH-D,57.72,7.68,285.91,581.78,10.0,1
SHP-0701,East,Rail,WH-D,48.93,6.25,417.19,493.21,12.21,1
SHP-0702,East,Road,WH-A,71.38,5.17,371.97,796.33,37.28,1
SHP-0703,South,Road,WH-A,81.62,5.78,443.03,860.69,14.45,1
SHP-0704,West,Sea,WH-D,67.18,8.64,246.74,429.69,10.0,1
SHP-0705,North,Road,WH-B,41.98,4.44,780.73,555.88,36.09,1
SHP-0706,West,Road,WH-B,97.45,7.36,846.65,1108.11,51.65,1
SHP-0707,Central,Road,WH-C,93.58,4.98,193.5,955.56,17.49,1
SHP-0708,East,Road,WH-D,113.44,5.0,788.13,1265.15,10.0,1
SHP-0709,North,Road,WH-D,92.68,5.74,333.93,972.26,33.69,0
SHP-0710,North,Road,WH-B,162.36,8.56,743.48,1619.88,62.44,1
SHP-0711,Central,Rail,WH-B,117.24,8.38,476.82,844.65,10.47,1
SHP-0712,Central,Road,WH-D,107.21,6.2,499.6,1041.93,12.89,1
SHP-0713,South,Rail,WH-A,138.32,9.04,450.86,1037.32,18.04,1
SHP-0714,East,Air,WH-D,90.28,1.62,881.67,2126.23,37.15,1
SHP-0715,East,Air,WH-D,78.38,3.98,271.78,1723.46,18.31,1
SHP-0716,West,Air,WH-B,96.98,4.19,659.69,2225.8,10.0,1
SHP-0717,South,Sea,WH-B,33.73,9.14,836.01,257.12,29.21,1
SHP-0718,South,Road,WH-A,90.4,7.58,694.95,971.89,61.31,1
SHP-0719,South,Road,WH-A,81.58,4.97,1503.96,728.62,68.79,1
SHP-0720,South,Road,WH-C,101.5,7.92,382.26,1087.02,39.68,0
SHP-0721,East,Rail,WH-D,130.16,9.02,780.17,990.95,48.24,1
SHP-0722,East,Sea,WH-B,108.55,10.57,468.28,727.3,10.0,1
SHP-0723,South,Road,WH-A,61.91,5.89,890.72,714.29,58.52,1
SHP-0724,West,Sea,WH-C,121.03,11.06,490.93,635.78,25.24,1
SHP-0725,North,Road,WH-C,163.4,9.14,409.04,1814.44,15.67,0
SHP-0726,North,Sea,WH-B,131.61,10.13,922.34,793.55,54.4,1
SHP-0727,West,Road,WH-B,46.81,4.77,389.18,548.37,28.52,1
SHP-0728,South,Road,WH-C,108.06,7.94,250.11,1168.59,24.37,1
SHP-0729,East,Road,WH-A,49.9,5.01,384.49,517.69,38.82,1
SHP-0730,North,Road,WH-C,75.07,7.19,663.24,862.13,42.6,1
SHP-0731,Central,Road,WH-D,100.22,8.56,961.2,1148.93,32.23,1
SHP-0732,Central,Road,WH-D,94.62,6.04,519.75,850.45,21.48,1
SHP-0733,West,Air,WH-B,130.51,5.13,927.72,2915.06,95.17,1
SHP-0734,South,Road,WH-A,163.75,6.42,256.74,1648.23,24.99,1
SHP-0735,North,Road,WH-A,104.53,7.55,398.31,1152.03,57.45,1
SHP-0736,South,Rail,WH-D,72.6,8.04,429.01,723.94,44.53,1
SHP-0737,North,Air,WH-C,34.45,3.16,466.39,745.31,29.28,1
SHP-0738,West,Road,WH-B,144.61,6.66,513.05,1448.9,32.74,1
SHP-0739,West,Road,WH-C,81.77,4.36,686.52,809.18,37.21,1
SHP-0740,Central,Road,WH-C,83.63,6.88,398.02,846.24,10.0,1
SHP-0741,South,Road,WH-C,86.53,3.98,526.75,862.5,29.24,1
SHP-0742,Central,Rail,WH-A,102.48,7.98,482.19,879.15,44.68,1
SHP-0743,South,Road,WH-D,103.78,7.75,315.95,1030.53,10.0,1
SHP-0744,Central,Road,WH-A,75.59,6.38,466.58,871.47,31.84,1
SHP-0745,East,Air,WH-D,81.42,5.71,459.92,1740.73,38.07,1
SHP-0746,East,Road,WH-B,64.96,7.15,455.21,695.26,11.39,1
SHP-0747,East,Rail,WH-B,61.89,6.86,500.32,496.14,20.75,0
SHP-0748,East,Road,WH-C,61.76,5.94,510.98,844.42,12.84,1
SHP-0749,North,Sea,WH-D,81.01,10.4,400.41,527.06,10.0,1
SHP-0750,East,Road,WH-D,56.64,4.0,907.69,412.0,30.61,1
SHP-0751,West,Air,WH-D,20.87,1.29,281.08,302.55,10.0,1
SHP-0752,West,Rail,WH-C,72.05,7.15,348.6,600.15,40.47,1
SHP-0753,North,Road,WH-C,48.1,3.32,1871.29,572.05,89.19,1
SHP-0754,East,Rail,WH-B,89.09,8.16,299.4,759.74,18.36,1
SHP-0755,East,Sea,WH-A,64.85,9.88,257.29,484.76,10.0,1
SHP-0756,East,Rail,WH-D,103.03,6.43,701.03,890.04,56.24,1
SHP-0757,Central,Air,WH-D,50.08,3.37,181.81,1113.77,29.67,1
SHP-0758,South,Sea,WH-A,37.29,10.49,440.13,437.25,37.17,1
SHP-0759,Central,Road,WH-D,81.51,6.53,1380.22,744.93,80.5,1
SHP-0760,South,Road,WH-C,70.73,5.7,234.73,693.11,10.0,1
SHP-0761,East,Rail,WH-C,46.27,8.01,190.31,282.34,10.0,0
SHP-0762,East,Road,WH-D,117.28,7.69,239.94,1227.89,42.35,1
SHP-0763,Central,Sea,WH-C,53.87,10.32,758.4,424.09,30.32,0
SHP-0764,Central,Sea,WH-C,60.61,9.14,845.47,447.59,56.46,0
SHP-0765,South,Road,WH-D,126.85,7.4,385.28,1343.83,37.08,1
SHP-0766,West,Road,WH-B,105.59,8.08,683.99,1064.94,29.29,1
SHP-0767,South,Air,WH-A,51.32,2.24,960.37,1152.15,68.39,1
SHP-0768,Central,Road,WH-C,73.49,8.54,1162.03,717.03,75.38,0
SHP-0769,Central,Sea,WH-B,49.06,9.28,437.8,510.48,50.0,1
SHP-0770,North,Road,WH-C,122.86,7.05,163.25,1266.74,10.0,1
SHP-0771,Central,Rail,WH-C,122.83,7.94,332.28,897.24,10.0,1
SHP-0772,North,Road,WH-A,174.31,8.19,401.47,1946.45,14.5,1
SHP-0773,West,Rail,WH-C,203.95,8.17,435.16,1360.88,27.07,1
SHP-0774,South,Road,WH-A,64.52,5.33,450.26,607.62,25.64,1
SHP-0775,South,Rail,WH-A,114.35,7.3,843.09,776.08,40.47,1
SHP-0776,North,Road,WH-A,34.91,5.58,908.44,426.0,21.33,1
SHP-0777,South,Air,WH-B,92.01,4.8,453.77,2149.5,32.01,1
SHP-0778,Central,Sea,WH-D,101.74,11.57,834.87,732.75,75.5,1
SHP-0779,East,Road,WH-B,55.17,3.07,585.04,810.77,39.14,1
SHP-0780,North,Road,WH-D,62.77,8.28,508.24,542.92,37.09,0
SHP-0781,South,Road,WH-D,123.19,7.36,761.39,1357.47,50.46,1
SHP-0782,North,Rail,WH-A,102.83,7.46,510.14,752.5,34.01,1
SHP-0783,North,Rail,WH-C,164.45,9.64,1323.12,1189.68,86.75,1
SHP-0784,East,Road,WH-A,156.04,7.81,247.04,1567.24,19.52,1
SHP-0785,Central,Road,WH-C,39.11,4.74,384.8,375.06,16.47,1
SHP-0786,North,Road,WH-D,67.33,6.24,463.72,903.59,13.56,1
SHP-0787,South,Rail,WH-A,52.65,6.75,608.46,539.54,29.73,1
SHP-0788,West,Road,WH-C,116.42,6.43,905.62,1223.8,54.52,1
SHP-0789,North,Sea,WH-B,95.92,9.94,487.01,732.09,22.04,1
SHP-0790,North,Road,WH-C,54.24,4.13,248.97,453.51,18.41,1
SHP-0791,East,Rail,WH-A,57.99,7.71,738.34,395.97,47.2,0
SHP-0792,Central,Road,WH-B,140.92,8.01,707.95,1286.9,51.44,1
SHP-0793,West,Road,WH-C,70.67,6.66,194.01,728.36,29.91,1
SHP-0794,South,Air,WH-C,32.48,3.53,491.85,792.5,28.22,1
SHP-0795,West,Rail,WH-C,52.13,7.81,229.69,488.73,10.0,1
SHP-0796,South,Sea,WH-C,179.43,11.62,358.16,1029.99,14.52,1
SHP-0797,Central,Road,WH-C,128.44,8.08,319.47,1238.58,18.23,1
SHP-0798,South,Road,WH-B,47.69,4.1,726.65,599.14,12.43,1
SHP-0799,East,Air,WH-D,91.99,2.62,521.17,2092.58,49.49,1
SHP-0800,East,Rail,WH-B,125.01,7.64,265.85,1016.08,16.76,0
SHP-0801,East,Road,WH-B,38.88,6.74,751.77,320.36,47.07,1
SHP-0802,East,Road,WH-B,131.01,8.24,247.59,1421.02,34.1,1
SHP-0803,West,Road,WH-D,102.41,7.2,577.35,995.68,22.3,1
SHP-0804,Central,Sea,WH-A,61.16,11.33,333.38,443.46,26.95,0
SHP-0805,South,Road,WH-D,109.42,5.76,413.42,1191.23,21.09,1
SHP-0806,South,Road,WH-B,96.5,6.94,627.69,1049.8,31.76,1
SHP-0807,East,Road,WH-C,99.33,6.44,632.89,983.03,23.23,1
SHP-0808,East,Road,WH-C,90.57,7.4,936.12,994.29,76.47,1
SHP-0809,North,Road,WH-B,57.06,5.69,473.67,506.75,20.42,1
SHP-0810,Central,Road,WH-C,61.76,5.47,570.83,788.66,41.89,1
SHP-0811,West,Road,WH-B,76.59,6.8,399.37,831.51,10.0,1
SHP-0812,South,Air,WH-C,86.7,4.57,537.73,2090.36,47.27,1
SHP-0813,North,Road,WH-D,112.2,6.05,608.47,1127.45,49.25,0
SHP-0814,North,Road,WH-A,181.32,7.99,470.04,1819.34,27.31,0
SHP-0815,South,Sea,WH-A,93.83,9.47,207.31,523.95,10.0,1
SHP-0816,West,Rail,WH-D,111.35,5.63,577.73,903.99,37.78,1
SHP-0817,North,Road,WH-D,122.27,7.23,586.98,1227.88,66.62,1
SHP-0818,North,Road,WH-B,114.74,7.57,355.5,1284.21,10.0,1
SHP-0819,Central,Road,WH-B,56.12,6.11,266.0,608.73,26.36,1
SHP-0820,West,Rail,WH-B,146.64,6.9,1000.67,899.47,41.36,1
SHP-0821,North,Sea,WH-C,136.74,11.06,623.84,763.02,34.01,1
SHP-0822,West,Rail,WH-B,90.04,5.57,441.44,579.42,20.56,1
SHP-0823,South,Rail,WH-D,57.59,9.11,285.49,541.37,10.0,1
SHP-0824,East,Air,WH-A,86.11,2.3,332.13,1828.68,18.11,1
SHP-0825,North,Road,WH-C,41.01,6.98,920.8,598.64,33.63,1
SHP-0826,Central,Road,WH-B,154.91,8.68,526.41,1619.62,44.39,1
SHP-0827,South,Rail,WH-C,64.22,6.62,378.31,520.61,10.0,1
SHP-0828,West,Sea,WH-C,74.91,9.05,629.33,558.93,42.71,1
SHP-0829,South,Road,WH-B,150.13,7.91,333.32,1655.24,13.43,1
SHP-0830,North,Rail,WH-C,142.38,8.09,1012.73,1069.33,38.14,1
SHP-0831,West,Road,WH-A,98.12,6.68,943.26,983.02,54.92,1
SHP-0832,East,Road,WH-D,165.0,7.21,393.88,1537.66,10.0,1
SHP-0833,South,Road,WH-D,55.35,3.75,364.39,531.52,20.64,1
SHP-0834,North,Road,WH-A,98.14,4.0,140.23,948.8,10.0,1
SHP-0835,Central,Air,WH-C,55.55,3.26,241.98,1290.36,20.23,1
SHP-0836,West,Road,WH-B,133.15,6.55,259.06,1351.81,10.0,1
SHP-0837,South,Rail,WH-C,131.15,8.22,525.78,1062.41,22.15,1
SHP-0838,South,Air,WH-A,170.11,5.86,421.33,3792.66,27.58,1
SHP-0839,East,Sea,WH-C,84.99,11.88,258.33,591.14,10.0,1
SHP-0840,East,Road,WH-D,190.72,7.92,430.54,2060.96,22.81,1
SHP-0841,Central,Road,WH-C,53.55,5.37,628.01,636.21,11.83,1
SHP-0842,Central,Road,WH-A,83.04,6.87,634.83,907.1,44.38,1
SHP-0843,North,Sea,WH-D,54.39,8.42,197.98,342.1,37.36,1
SHP-0844,North,Sea,WH-C,92.44,10.92,463.33,555.56,67.37,1
SHP-0845,Central,Road,WH-C,56.45,6.45,253.66,575.79,15.32,1
SHP-0846,Central,Sea,WH-D,133.31,12.18,759.63,770.48,53.6,1
SHP-0847,West,Road,WH-B,103.85,4.44,717.94,1134.53,12.78,1
SHP-0848,East,Rail,WH-D,51.6,6.55,320.2,433.41,40.15,1
SHP-0849,North,Road,WH-B,120.04,5.95,341.14,1126.03,30.41,1
SHP-0850,East,Air,WH-A,159.89,4.99,394.88,3766.64,14.46,0
SHP-0851,East,Road,WH-A,108.13,7.3,167.11,1187.44,27.75,1
SHP-0852,Central,Sea,WH-D,45.18,11.53,578.98,284.29,28.03,1
SHP-0853,West,Air,WH-D,79.66,2.86,432.26,1764.29,16.9,1
SHP-0854,South,Air,WH-A,114.05,3.48,785.0,2581.72,50.31,1
SHP-0855,West,Road,WH-B,76.43,7.5,290.84,1014.48,10.0,1
SHP-0856,West,Road,WH-A,53.26,6.1,366.07,516.0,35.46,1
SHP-0857,East,Road,WH-D,139.88,8.78,239.1,1574.65,10.0,1
SHP-0858,West,Road,WH-A,75.03,6.48,304.28,955.41,10.0,1
SHP-0859,North,Road,WH-D,159.94,6.35,279.4,1577.08,10.0,1
SHP-0860,East,Sea,WH-D,67.49,8.68,794.78,435.0,55.11,1
SHP-0861,North,Rail,WH-A,73.16,6.03,352.42,490.85,10.13,1
SHP-0862,South,Road,WH-B,65.23,6.74,523.01,722.61,10.0,1
SHP-0863,East,Road,WH-C,79.08,7.59,410.44,884.57,13.49,1
SHP-0864,South,Road,WH-A,103.13,8.78,267.91,1197.15,14.25,1
SHP-0865,East,Rail,WH-C,54.45,8.45,454.51,604.17,10.0,0
SHP-0866,Central,Road,WH-A,50.1,7.04,656.92,535.36,18.86,1
SHP-0867,West,Sea,WH-C,38.52,9.03,275.97,158.74,46.85,1
SHP-0868,Central,Road,WH-B,36.51,4.13,726.6,419.24,27.05,1
SHP-0869,South,Sea,WH-B,45.41,10.79,327.71,425.06,13.18,1
SHP-0870,West,Sea,WH-A,67.29,10.69,390.79,517.7,15.98,1
SHP-0871,East,Road,WH-D,91.72,6.57,635.7,960.3,28.64,1
SHP-0872,West,Sea,WH-C,100.7,11.26,358.36,667.01,29.03,1
SHP-0873,North,Road,WH-D,89.92,6.79,501.72,1112.85,41.82,1
SHP-0874,West,Air,WH-D,151.94,6.21,423.67,3488.82,18.71,1
SHP-0875,North,Road,WH-D,172.92,9.4,524.32,1778.41,10.29,1
SHP-0876,West,Sea,WH-B,75.18,10.98,157.16,490.92,27.76,1
SHP-0877,North,Sea,WH-A,54.85,10.96,204.74,428.82,10.0,1
SHP-0878,South,Air,WH-A,195.99,6.12,662.26,4569.2,62.38,1
SHP-0879,Central,Air,WH-B,137.8,3.95,810.66,3086.18,10.9,1
SHP-0880,East,Road,WH-B,133.41,8.07,318.29,1410.93,20.44,1
SHP-0881,West,Road,WH-A,66.13,4.39,438.28,663.78,52.88,0
SHP-0882,Central,Road,WH-D,121.32,8.2,567.63,1398.99,25.92,1
SHP-0883,East,Road,WH-C,90.23,5.05,687.28,1124.44,34.42,1
SHP-0884,East,Rail,WH-C,82.31,8.31,186.18,725.19,14.67,1
SHP-0885,North,Road,WH-C,82.25,5.31,322.05,884.42,10.0,1
SHP-0886,South,Sea,WH-D,105.15,11.53,420.05,684.02,18.42,1
SHP-0887,South,Rail,WH-A,154.1,9.23,690.56,953.27,32.91,1
SHP-0888,Central,Sea,WH-B,203.24,10.82,1634.75,1176.5,80.5,1
SHP-0889,South,Road,WH-A,71.1,6.56,441.67,805.68,42.72,1
SHP-0890,West,Sea,WH-D,92.41,10.0,250.8,634.39,20.71,1
SHP-0891,South,Sea,WH-B,81.43,11.48,597.7,509.01,36.63,1
SHP-0892,Central,Road,WH-D,102.19,6.64,928.97,1055.7,63.22,1
SHP-0893,South,Rail,WH-C,77.12,8.34,518.97,614.45,24.58,1
SHP-0894,West,Air,WH-C,188.15,4.29,318.88,4308.28,10.0,1
SHP-0895,North,Road,WH-D,62.83,5.25,780.42,657.4,33.88,1
SHP-0896,Central,Road,WH-B,71.14,5.55,677.56,963.26,37.29,1
SHP-0897,North,Road,WH-B,66.55,6.98,301.11,796.69,10.0,1
SHP-0898,North,Road,WH-A,79.73,8.16,591.75,789.54,25.04,1
SHP-0899,North,Road,WH-C,46.83,4.72,795.27,518.18,36.0,0
SHP-0900,East,Road,WH-A,67.1,7.25,868.97,709.2,79.66,1
SHP-0901,East,Road,WH-A,101.76,4.14,477.28,843.68,10.0,1
SHP-0902,North,Road,WH-D,101.44,5.25,414.93,1202.17,20.13,1
SHP-0903,Central,Sea,WH-D,94.67,9.6,888.11,662.11,74.73,1
SHP-0904,West,Road,WH-A,148.24,5.91,275.65,1562.69,16.99,1
SHP-0905,West,Sea,WH-C,103.48,9.04,608.21,643.3,44.75,1
SHP-0906,South,Road,WH-D,146.13,7.91,255.29,1406.19,15.54,1
SHP-0907,Central,Road,WH-A,203.31,8.21,821.7,2035.77,35.18,1
SHP-0908,East,Road,WH-A,122.64,7.44,435.34,1374.8,10.0,1
SHP-0909,North,Road,WH-A,46.92,6.44,905.89,467.07,52.91,1
SHP-0910,South,Road,WH-A,96.28,6.84,623.83,809.87,22.68,0
SHP-0911,West,Rail,WH-A,90.3,8.88,273.92,726.38,10.0,0
SHP-0912,East,Road,WH-A,159.82,7.6,976.35,1642.29,46.21,1
SHP-0913,East,Rail,WH-D,80.98,6.59,1037.53,657.22,83.24,1
SHP-0914,North,Rail,WH-C,59.14,8.78,752.57,608.04,77.46,1
SHP-0915,West,Road,WH-A,68.78,5.36,341.87,807.32,22.06,1
SHP-0916,Central,Road,WH-B,47.69,4.58,425.44,558.83,16.43,1
SHP-0917,East,Air,WH-D,20.64,2.17,528.37,600.79,11.4,0
SHP-0918,North,Road,WH-D,188.55,7.14,351.5,1783.06,26.36,0
SHP-0919,Central,Road,WH-A,85.69,5.86,1110.23,965.03,87.81,1
SHP-0920,West,Sea,WH-D,49.66,10.29,528.1,465.08,25.34,1
SHP-0921,East,Road,WH-A,166.15,8.19,134.61,1614.31,10.0,1
SHP-0922,Central,Rail,WH-C,178.54,8.68,579.92,1181.51,41.95,1
SHP-0923,Central,Sea,WH-C,91.63,10.09,416.92,526.78,37.71,1
SHP-0924,Central,Road,WH-D,45.83,6.86,475.34,499.3,10.0,1
SHP-0925,East,Road,WH-D,69.51,6.62,412.84,847.33,25.35,1
SHP-0926,East,Road,WH-B,77.25,8.58,725.88,832.95,46.69,1
SHP-0927,South,Road,WH-D,86.94,7.72,843.41,887.82,45.29,0
SHP-0928,West,Road,WH-B,52.39,7.06,564.46,569.72,19.18,1
SHP-0929,North,Rail,WH-C,126.97,7.19,418.69,1055.39,38.27,1
SHP-0930,Central,Road,WH-C,31.19,6.24,483.07,409.77,20.52,1
SHP-0931,South,Road,WH-A,135.87,7.18,497.41,1403.97,10.0,1
SHP-0932,North,Sea,WH-C,148.34,11.04,335.24,856.29,10.0,1
SHP-0933,South,Air,WH-B,72.49,3.5,650.59,1774.09,54.7,1
SHP-0934,East,Rail,WH-D,82.67,9.07,614.51,633.26,43.05,0
SHP-0935,Central,Road,WH-A,156.44,8.19,1032.16,1752.05,58.09,1
SHP-0936,North,Rail,WH-B,112.18,7.51,900.16,883.27,42.9,1
SHP-0937,North,Road,WH-D,73.61,6.98,354.56,810.52,11.57,1
SHP-0938,North,Road,WH-A,77.43,5.46,730.51,1058.93,24.04,1
SHP-0939,North,Road,WH-C,105.41,6.95,312.17,1031.4,10.7,1
SHP-0940,North,Sea,WH-B,180.94,11.91,688.18,996.73,10.0,0
SHP-0941,South,Road,WH-D,78.47,5.96,384.53,741.84,10.11,1
SHP-0942,Central,Road,WH-A,72.64,6.99,301.52,901.63,11.92,1
SHP-0943,East,Road,WH-A,86.67,5.16,563.64,1068.38,40.15,1
SHP-0944,East,Road,WH-C,86.9,8.6,136.48,1130.63,10.0,1
SHP-0945,East,Sea,WH-D,97.5,8.66,212.63,704.82,23.62,1
SHP-0946,East,Air,WH-C,82.78,2.8,452.51,1853.84,45.12,1
SHP-0947,South,Air,WH-C,139.39,4.93,512.64,3122.59,44.07,1
SHP-0948,West,Road,WH-D,57.18,6.5,412.7,509.8,29.76,1
SHP-0949,Central,Road,WH-D,102.14,6.52,230.87,1270.93,12.88,1
SHP-0950,North,Road,WH-D,103.86,6.6,332.76,1147.74,10.0,1
SHP-0951,West,Road,WH-B,59.4,6.34,594.54,634.19,43.8,0
SHP-0952,East,Road,WH-D,101.7,6.36,651.49,1200.23,61.03,1
SHP-0953,West,Air,WH-A,105.03,5.49,488.93,2321.98,32.02,1
SHP-0954,Central,Road,WH-C,25.63,6.23,858.58,392.14,75.98,1
SHP-0955,North,Road,WH-B,54.82,6.79,596.3,627.48,10.0,1
SHP-0956,North,Road,WH-D,162.2,6.61,344.2,1717.3,10.0,0
SHP-0957,Central,Road,WH-B,65.59,5.89,430.68,723.4,36.52,1
SHP-0958,Central,Road,WH-D,49.61,5.35,251.29,436.95,17.79,1
SHP-0959,East,Sea,WH-B,35.82,8.49,467.82,320.8,45.44,1
SHP-0960,North,Air,WH-C,52.62,3.36,840.34,1312.64,45.99,1
SHP-0961,West,Sea,WH-C,81.26,9.84,684.67,540.26,24.64,1
SHP-0962,South,Road,WH-A,48.06,6.42,965.81,641.91,49.92,1
SHP-0963,South,Road,WH-A,112.81,5.6,426.07,1078.44,10.0,1
SHP-0964,Central,Road,WH-D,58.94,7.84,940.23,698.6,34.78,1
SHP-0965,East,Road,WH-C,97.82,5.53,449.09,972.67,39.29,1
SHP-0966,South,Sea,WH-B,151.94,11.99,998.61,966.74,68.02,1
SHP-0967,North,Road,WH-B,147.8,8.37,487.61,1557.57,32.26,0
SHP-0968,Central,Road,WH-B,97.1,5.89,691.92,1090.64,12.24,1
SHP-0969,West,Road,WH-A,51.12,6.7,1000.3,704.17,49.64,1
SHP-0970,Central,Road,WH-B,83.69,4.89,449.06,945.39,10.0,1
SHP-0971,West,Air,WH-A,98.47,5.44,547.21,2288.97,47.74,1
SHP-0972,Central,Road,WH-A,220.3,8.78,914.75,2161.1,41.56,1
SHP-0973,Central,Road,WH-D,35.67,4.76,462.27,424.24,10.0,1
SHP-0974,Central,Road,WH-B,83.82,5.96,261.38,855.68,14.82,1
SHP-0975,West,Road,WH-B,111.08,7.73,1378.35,1163.45,66.21,1
SHP-0976,West,Air,WH-C,89.61,2.94,393.28,1990.73,43.89,1
SHP-0977,Central,Sea,WH-D,93.88,9.83,531.77,511.18,18.22,0
SHP-0978,South,Sea,WH-C,60.49,9.83,858.24,273.05,26.21,1
SHP-0979,East,Air,WH-D,126.01,2.91,367.94,2764.59,10.0,1
SHP-0980,East,Road,WH-B,86.91,8.46,303.76,995.33,16.24,1
SHP-0981,East,Rail,WH-A,93.74,7.54,556.57,623.59,22.18,1
SHP-0982,West,Road,WH-A,131.8,8.13,208.37,1399.86,10.0,0
SHP-0983,West,Road,WH-A,74.59,6.38,429.15,994.55,41.44,1
SHP-0984,South,Sea,WH-A,144.27,10.46,554.25,929.66,40.49,1
SHP-0985,East,Road,WH-A,47.34,5.65,432.86,699.31,23.38,1
SHP-0986,East,Sea,WH-C,96.05,11.63,234.9,676.75,33.38,1
SHP-0987,Central,Road,WH-D,58.85,5.64,1059.13,765.75,68.19,1
SHP-0988,West,Rail,WH-B,52.25,8.81,517.86,433.09,16.14,1
SHP-0989,East,Rail,WH-C,180.0,10.91,979.41,1308.47,38.28,1
SHP-0990,South,Sea,WH-D,48.44,10.93,434.93,168.19,36.19,1
SHP-0991,South,Rail,WH-A,87.65,7.55,322.98,812.35,23.71,1
SHP-0992,East,Rail,WH-D,46.81,6.1,560.71,552.68,33.39,1
SHP-0993,West,Road,WH-D,140.39,6.62,444.27,1403.07,11.74,1
SHP-0994,South,Road,WH-A,71.36,6.31,279.97,768.68,24.52,1
SHP-0995,Central,Road,WH-A,131.5,7.79,997.74,1321.72,43.54,1
SHP-0996,South,Air,WH-A,109.46,1.47,365.52,2469.04,18.57,1
SHP-0997,North,Road,WH-B,205.47,8.49,203.7,2206.05,32.91,1
SHP-0998,North,Rail,WH-A,42.72,7.45,932.17,254.92,41.36,1
SHP-0999,West,Road,WH-B,54.62,5.46,386.81,654.09,10.0,1
SHP-1000,East,Road,WH-A,128.42,8.6,368.06,1349.87,10.0,1
