shipment_id,region,transport_mode,warehouse,shipment_volume_kg,distance_km,transport_cost,delivery_time_days
SHP-0821,North,Air,WH-B,125.47,1072.77,2826.34,2.42
SHP-0822,West,Road,WH-C,61.98,269.47,557.4,3.57
SHP-0823,South,Road,WH-C,60.39,451.7,487.76,2.41
SHP-0824,East,Sea,WH-D,91.73,544.88,767.73,6.42
SHP-0825,North,Road,WH-C,44.36,507.24,534.16,3.3
SHP-0826,Central,Air,WH-B,128.38,678.62,2803.53,2.42
SHP-0827,South,Sea,WH-D,82.76,448.95,428.08,6.53
SHP-0828,West,Road,WH-B,83.46,1364.54,892.19,5.1
SHP-0829,South,Road,WH-C,132.94,502.26,1253.48,4.17
SHP-0830,North,Road,WH-C,150.43,123.42,1290.7,4.28
SHP-0831,West,Road,WH-B,76.87,513.07,880.38,3.43
SHP-0832,East,Sea,WH-A,60.25,902.8,384.72,6.76
SHP-0833,South,Road,WH-C,70.2,316.34,905.45,4.22
SHP-0834,North,Sea,WH-A,59.53,306.85,378.76,5.93
SHP-0835,Central,Road,WH-C,51.92,329.18,626.81,3.84
SHP-0836,West,Sea,WH-A,48.93,293.92,103.74,6.06
SHP-0837,South,Road,WH-A,71.75,391.46,571.59,2.57
SHP-0838,South,Road,WH-A,105.85,762.39,1069.98,3.74
SHP-0839,East,Road,WH-B,87.23,1025.2,818.86,5.41
SHP-0840,East,Air,WH-A,98.51,153.91,2125.03,1.0
SHP-0841,Central,Rail,WH-A,92.15,410.9,833.98,4.71
SHP-0842,Central,Air,WH-A,38.77,569.81,993.74,1.25
SHP-0843,North,Road,WH-C,67.75,543.1,612.25,4.84
SHP-0844,North,Road,WH-A,83.51,1226.56,702.14,5.64
SHP-0845,Central,Road,WH-C,79.59,187.7,689.49,4.22
SHP-0846,Central,Road,WH-A,63.88,142.2,767.73,3.19
SHP-0847,West,Road,WH-A,88.31,1325.92,919.36,5.32
SHP-0848,East,Sea,WH-B,132.7,707.44,551.41,7.01
SHP-0849,North,Sea,WH-C,102.0,374.56,579.33,6.0
SHP-0850,East,Sea,WH-A,122.12,535.05,535.41,8.73
SHP-0851,East,Air,WH-C,139.33,553.77,3161.53,3.15
SHP-0852,Central,Road,WH-C,118.22,370.24,1157.0,3.18
SHP-0853,West,Road,WH-D,133.81,527.45,1388.5,6.05
SHP-0854,South,Road,WH-B,33.83,584.24,349.09,3.27
SHP-0855,West,Sea,WH-B,89.84,1296.54,433.99,7.98
SHP-0856,West,Road,WH-B,55.35,782.47,540.58,4.89
SHP-0857,East,Road,WH-D,107.14,1135.55,1061.9,4.38
SHP-0858,West,Road,WH-D,113.89,258.55,1267.85,3.02
SHP-0859,North,Road,WH-B,55.92,417.11,570.74,4.92
SHP-0860,East,Sea,WH-D,116.88,553.51,570.61,6.7
SHP-0861,North,Air,WH-D,81.96,195.95,1889.28,2.21
SHP-0862,South,Road,WH-D,83.15,868.96,859.46,4.02
SHP-0863,East,Sea,WH-B,117.03,670.66,670.01,7.0
SHP-0864,South,Rail,WH-B,58.71,413.13,384.92,5.63
SHP-0865,East,Road,WH-B,116.66,451.24,1106.45,4.57
SHP-0866,Central,Road,WH-D,58.87,899.52,552.8,4.32
SHP-0867,West,Road,WH-B,81.61,336.36,950.21,3.09
SHP-0868,Central,Road,WH-D,58.7,917.09,625.44,4.18
SHP-0869,South,Sea,WH-A,92.55,436.6,357.49,6.88
SHP-0870,West,Road,WH-D,91.27,708.31,939.48,4.83
SHP-0871,East,Sea,WH-C,86.38,513.7,377.8,5.81
SHP-0872,West,Road,WH-B,68.1,1439.33,730.91,5.56
SHP-0873,North,Road,WH-B,111.38,321.84,1108.76,3.86
SHP-0874,West,Road,WH-C,35.34,374.21,487.33,3.6
SHP-0875,North,Road,WH-D,76.52,239.14,754.15,3.14
SHP-0876,West,Road,WH-A,123.94,291.07,1143.87,4.49
SHP-0877,North,Sea,WH-C,135.11,693.88,623.12,7.11
SHP-0878,South,Road,WH-C,89.12,1062.18,984.09,4.99
SHP-0879,Central,Rail,WH-D,89.33,732.68,482.58,4.88
SHP-0880,East,Road,WH-B,51.0,491.48,440.45,3.46
SHP-0881,West,Road,WH-D,56.59,320.88,580.26,5.26
SHP-0882,Central,Road,WH-C,32.85,758.42,236.25,5.42
SHP-0883,East,Rail,WH-C,95.12,312.52,618.29,4.85
SHP-0884,East,Road,WH-B,165.9,257.88,1558.45,5.26
SHP-0885,North,Road,WH-B,134.43,424.93,1381.27,5.07
SHP-0886,South,Rail,WH-B,49.01,185.62,313.36,3.47
SHP-0887,South,Road,WH-D,54.35,253.9,631.56,2.56
SHP-0888,Central,Road,WH-B,127.61,1218.38,1316.09,5.99
SHP-0889,South,Road,WH-C,81.66,232.28,936.45,3.36
SHP-0890,West,Sea,WH-C,46.87,278.58,122.19,5.39
SHP-0891,South,Rail,WH-A,59.45,510.04,556.58,5.06
SHP-0892,Central,Road,WH-D,22.27,522.94,220.51,2.66
SHP-0893,South,Road,WH-A,85.34,440.27,963.86,3.66
SHP-0894,West,Sea,WH-C,141.41,188.36,746.25,5.16
SHP-0895,North,Rail,WH-A,86.98,740.46,396.48,4.69
SHP-0896,Central,Road,WH-C,94.28,398.35,965.91,3.35
SHP-0897,North,Sea,WH-A,194.07,885.2,1023.96,8.04
SHP-0898,North,Road,WH-B,47.49,361.58,586.38,3.15
SHP-0899,North,Road,WH-A,141.17,789.66,1310.16,4.07
SHP-0900,East,Rail,WH-B,77.86,917.93,626.76,6.24
SHP-0901,East,Road,WH-B,59.49,393.81,612.28,4.89
SHP-0902,North,Sea,WH-D,98.16,751.91,536.39,7.46
SHP-0903,Central,Air,WH-B,64.39,260.42,1517.22,2.69
SHP-0904,West,Rail,WH-B,66.44,559.24,569.14,5.87
SHP-0905,West,Road,WH-A,123.24,885.96,1189.21,4.45
SHP-0906,South,Road,WH-C,131.08,631.99,1317.1,4.62
SHP-0907,Central,Road,WH-D,86.25,1563.98,947.75,5.86
SHP-0908,East,Air,WH-B,177.65,649.17,3940.99,3.71
SHP-0909,North,Road,WH-D,70.22,413.51,688.67,3.78
SHP-0910,South,Road,WH-A,207.58,1926.82,2141.81,6.4
SHP-0911,West,Air,WH-B,151.02,1079.42,3360.63,4.26
SHP-0912,East,Road,WH-A,148.21,228.29,1496.89,4.26
SHP-0913,East,Rail,WH-D,114.66,338.19,873.87,4.59
SHP-0914,North,Road,WH-A,106.74,299.37,972.35,3.49
SHP-0915,West,Sea,WH-D,94.48,671.76,584.36,6.18
SHP-0916,Central,Road,WH-A,142.71,648.17,1342.14,3.87
SHP-0917,East,Road,WH-D,135.14,645.78,1407.27,4.39
SHP-0918,North,Road,WH-C,101.43,225.35,1086.95,3.93
SHP-0919,Central,Road,WH-A,70.14,362.75,687.81,3.69
SHP-0920,West,Air,WH-A,41.96,458.68,894.89,1.26
SHP-0921,East,Air,WH-C,114.76,205.51,2494.0,2.86
SHP-0922,Central,Rail,WH-C,89.01,324.25,633.47,3.28
SHP-0923,Central,Road,WH-A,118.47,944.91,1358.25,5.19
SHP-0924,Central,Road,WH-C,126.94,233.7,1089.25,3.63
SHP-0925,East,Road,WH-B,28.29,990.81,356.0,4.08
SHP-0926,East,Rail,WH-D,67.51,831.93,498.33,5.94
SHP-0927,South,Sea,WH-D,71.8,428.57,320.84,5.72
SHP-0928,West,Road,WH-D,46.35,360.88,462.76,4.29
SHP-0929,North,Road,WH-B,102.81,734.56,992.1,5.21
SHP-0930,Central,Rail,WH-C,114.12,337.61,868.24,6.18
SHP-0931,South,Air,WH-C,93.18,345.77,2184.93,1.11
SHP-0932,North,Air,WH-A,44.27,487.14,1019.98,2.81
SHP-0933,South,Sea,WH-C,107.77,177.24,487.83,4.8
SHP-0934,East,Road,WH-A,70.12,245.68,646.35,3.56
SHP-0935,Central,Road,WH-B,66.93,423.47,676.92,3.42
SHP-0936,North,Sea,WH-D,131.51,619.14,789.15,7.38
SHP-0937,North,Rail,WH-D,163.37,335.37,1080.45,5.62
SHP-0938,North,Road,WH-D,110.45,448.16,1018.01,3.5
SHP-0939,North,Air,WH-C,70.46,227.13,1536.38,1.97
SHP-0940,North,Air,WH-A,77.19,770.93,1820.05,2.26
SHP-0941,South,Rail,WH-A,118.71,547.65,758.01,4.38
SHP-0942,Central,Rail,WH-B,40.01,571.41,303.05,4.85
SHP-0943,East,Road,WH-C,232.7,622.88,2298.28,4.19
SHP-0944,East,Road,WH-B,87.4,511.58,819.9,4.87
SHP-0945,East,Road,WH-A,84.69,390.64,694.61,3.94
SHP-0946,East,Sea,WH-A,33.09,847.45,130.97,6.9
SHP-0947,South,Sea,WH-D,84.02,531.29,351.91,6.07
SHP-0948,West,Sea,WH-C,57.26,455.07,275.79,7.2
SHP-0949,Central,Road,WH-A,133.54,490.71,1311.47,5.3
SHP-0950,North,Air,WH-D,101.43,485.71,2336.32,3.09
SHP-0951,West,Air,WH-C,36.2,452.88,734.49,1.47
SHP-0952,East,Rail,WH-B,104.19,610.41,780.3,4.71
SHP-0953,West,Air,WH-C,121.51,314.44,2668.69,1.74
SHP-0954,Central,Sea,WH-C,111.85,325.66,386.53,6.43
SHP-0955,North,Road,WH-A,103.07,644.48,1031.85,5.01
SHP-0956,North,Road,WH-A,144.32,459.57,1513.11,4.56
SHP-0957,Central,Road,WH-C,72.23,785.46,819.63,3.71
SHP-0958,Central,Road,WH-A,83.48,599.6,834.94,3.78
SHP-0959,East,Rail,WH-A,53.16,377.94,465.84,4.34
SHP-0960,North,Air,WH-A,212.31,649.4,4738.14,3.44
SHP-0961,West,Road,WH-D,50.4,875.37,627.29,4.77
SHP-0962,South,Road,WH-D,84.63499999999999,610.67,978.26,4.52
SHP-0963,South,Rail,WH-C,69.1,678.23,403.43,5.13
SHP-0964,Central,Road,WH-A,84.45,453.75,896.85,2.45
SHP-0965,East,Road,WH-D,27.34,793.66,446.41,3.19
SHP-0966,South,Road,WH-C,114.3,372.88,1149.04,3.51
SHP-0967,North,Road,WH-A,202.75,579.69,1932.68,4.95
SHP-0968,Central,Road,WH-B,112.96,1691.49,1140.37,7.18
SHP-0969,West,Road,WH-A,22.53,638.21,239.87,3.84
SHP-0970,Central,Road,WH-A,101.67,402.65,1095.15,3.21
SHP-0971,West,Sea,WH-D,44.8,402.15,206.37,6.34
SHP-0972,Central,Road,WH-C,49.44,476.16,591.6,3.73
SHP-0973,Central,Air,WH-C,111.53,741.44,2565.13,2.29
SHP-0974,Central,Road,WH-D,102.1,528.46,1149.37,3.0
SHP-0975,West,Road,WH-A,117.63,360.94,1162.36,3.87
SHP-0976,West,Air,WH-B,102.47,360.63,2279.15,1.89
SHP-0977,Central,Road,WH-A,85.97,530.06,946.95,3.34
SHP-0978,South,Road,WH-A,115.31,502.88,1060.81,4.38
SHP-0979,East,Rail,WH-B,40.93,613.01,279.56,5.6
SHP-0980,East,Rail,WH-D,129.36,765.4,767.69,5.94
SHP-0981,East,Road,WH-C,45.47,1824.63,477.57,6.38
SHP-0982,West,Road,WH-D,100.15,244.26,1124.88,4.16
SHP-0983,West,Rail,WH-D,147.7,685.19,1070.27,5.82
SHP-0984,South,Road,WH-A,51.49,516.56,420.81,3.03
SHP-0985,East,Rail,WH-C,119.49,203.28,888.56,4.7
SHP-0986,East,Air,WH-C,113.01,897.65,2501.66,3.45
SHP-0987,Central,Sea,WH-D,90.85,603.15,508.36,5.18
SHP-0988,West,Road,WH-B,35.77,723.36,447.8,3.36
SHP-0989,East,Sea,WH-D,101.11,217.95,605.65,6.64
SHP-0990,South,Road,WH-B,92.42,443.28,870.45,4.47
SHP-0991,South,Road,WH-C,123.08,293.53,1133.49,4.23
SHP-0992,East,Road,WH-D,52.02,1391.71,390.4,6.24
SHP-0993,West,Air,WH-A,144.4,853.53,3235.25,2.94
SHP-0994,South,Road,WH-D,89.94,355.36,940.91,2.73
SHP-0995,Central,Road,WH-C,82.17,235.67,868.43,3.35
SHP-0996,South,Road,WH-A,147.49,540.85,1544.59,2.71
SHP-0997,North,Air,WH-A,129.72,832.44,2943.65,3.84
SHP-0998,North,Air,WH-B,128.66,214.26,2888.02,1.23
SHP-0999,West,Air,WH-A,58.33,315.06,1313.96,1.02
SHP-1000,East,Road,WH-A,108.54,289.84,1110.95,4.67
SHP-1001,West,Road,WH-D,40.51,747.05,369.91,2.95
SHP-1002,West,Rail,WH-C,63.18,412.6,331.02,3.77
SHP-1003,West,Road,WH-B,65.31,420.98,587.82,3.82
SHP-1004,West,Road,WH-D,116.68,535.84,1168.46,4.49
SHP-1005,Central,Rail,WH-A,136.47,323.25,808.89,4.9
SHP-1006,Central,Sea,WH-A,85.81,246.42,355.18,5.9
SHP-1007,South,Air,WH-B,76.33,950.94,1707.25,3.34
SHP-1008,North,Air,WH-C,121.32,994.25,2811.17,3.63
SHP-1009,West,Sea,WH-B,90.78,537.11,504.31,6.73
SHP-1010,South,Road,WH-D,90.36,556.15,908.54,4.36
SHP-1011,North,Rail,WH-B,65.11,902.61,531.52,5.49
SHP-1012,East,Sea,WH-A,91.38,531.23,491.38,8.19
SHP-1013,Central,Road,WH-D,53.3,402.96,509.46,2.01
SHP-1014,North,Air,WH-A,67.45,502.14,1480.78,3.01
SHP-1015,East,Rail,WH-C,154.61,961.72,1204.86,7.04
SHP-1016,North,Rail,WH-A,80.31,505.52,363.35,5.24
SHP-1017,Central,Rail,WH-A,114.59,357.34,714.09,4.94
SHP-1018,Central,Sea,WH-B,67.0,528.77,327.49,6.22
SHP-1019,South,Air,WH-A,151.79,675.19,3438.29,3.14
SHP-1020,West,Road,WH-D,79.02,637.4,892.48,4.07
SHP-1021,North,Sea,WH-D,153.31,642.49,889.81,6.61
SHP-1022,North,Road,WH-C,59.6,331.36,585.33,4.26
SHP-1023,East,Road,WH-D,70.71,713.12,726.81,5.6
SHP-1024,Central,Road,WH-B,75.85,499.53,789.56,2.58
SHP-1025,North,Road,WH-C,71.68,350.14,666.46,5.38
SHP-1026,Central,Road,WH-D,123.48,710.4,1135.19,3.85
SHP-1027,North,Sea,WH-B,122.79,396.33,767.73,5.83
SHP-1028,South,Air,WH-D,95.44,231.44,2177.74,1.0
SHP-1029,West,Rail,WH-D,114.09,304.82,746.56,4.69
SHP-1030,North,Road,WH-A,238.1,451.61,2331.19,3.95
SHP-1031,Central,Sea,WH-D,103.1,650.4,366.46,5.94
SHP-1032,South,Sea,WH-D,121.26,325.46,573.16,5.48
SHP-1033,North,Air,WH-B,60.75,438.99,1339.45,1.93
SHP-1034,East,Road,WH-B,84.63499999999999,274.8,557.63,3.84
SHP-1035,West,Road,WH-A,48.14,789.48,573.06,5.07
SHP-1036,North,Road,WH-D,91.59,1123.63,1107.66,6.1
SHP-1037,South,Road,WH-A,88.1,1066.84,1001.48,5.45
SHP-1038,East,Road,WH-D,41.86,783.05,544.65,4.27
SHP-1039,South,Sea,WH-C,94.15,745.46,540.3,5.29
SHP-1040,South,Road,WH-C,100.66,182.27,1022.6,1.89
SHP-1041,East,Road,WH-A,131.42,536.49,1147.43,5.22
SHP-1042,South,Road,WH-A,73.78,388.34,721.77,4.01
SHP-1043,East,Road,WH-A,117.19,751.92,1214.15,4.39
SHP-1044,North,Road,WH-B,110.65,145.76,1105.38,2.57
SHP-1045,East,Road,WH-B,109.86,540.57,1188.61,3.66
SHP-1046,East,Road,WH-B,57.59,444.55,500.11,4.05
SHP-1047,West,Air,WH-A,81.99,842.9,1919.69,2.61
SHP-1048,East,Sea,WH-D,138.91,1035.91,622.77,8.58
SHP-1049,East,Road,WH-C,123.64,315.5,1182.89,3.75
SHP-1050,North,Road,WH-A,43.03,322.41,429.63,3.35
SHP-1051,West,Sea,WH-B,112.18,550.4,617.85,7.31
SHP-1052,Central,Road,WH-B,54.24,1132.53,665.44,3.47
SHP-1053,North,Road,WH-A,39.81,507.18,428.42,4.07
SHP-1054,North,Sea,WH-A,73.66,266.67,180.63,5.76
SHP-1055,Central,Road,WH-B,100.61,368.41,1020.88,4.33
SHP-1056,East,Rail,WH-D,102.24,543.09,686.59,5.71
SHP-1057,South,Rail,WH-B,42.03,552.97,428.76,4.05
SHP-1058,West,Road,WH-B,56.57,351.44,657.81,3.1
SHP-1059,South,Road,WH-A,166.67,364.9,1537.55,2.28
SHP-1060,Central,Air,WH-D,48.32,307.61,1134.13,1.95
SHP-1061,North,Road,WH-B,64.21,852.15,726.36,4.77
SHP-1062,North,Road,WH-B,21.03,330.07,268.48,4.4
SHP-1063,West,Air,WH-C,180.91,394.22,4043.47,1.94
SHP-1064,North,Road,WH-A,52.05,388.87,575.97,4.34
SHP-1065,North,Road,WH-C,57.55,227.95,685.07,2.69
SHP-1066,West,Sea,WH-C,39.78,325.56,160.93,3.82
SHP-1067,West,Road,WH-B,80.23,888.47,760.84,4.49
SHP-1068,Central,Sea,WH-A,72.13,275.76,409.25,5.51
SHP-1069,North,Air,WH-D,151.72,310.27,3211.97,1.37
SHP-1070,North,Rail,WH-B,145.16,259.92,1016.67,5.61
SHP-1071,Central,Road,WH-D,189.06,471.78,1871.97,5.35
SHP-1072,East,Sea,WH-D,108.01,1218.08,395.84,8.09
SHP-1073,East,Road,WH-A,51.1,462.34,471.5,3.8
SHP-1074,East,Air,WH-C,83.81,508.8,2010.5,2.23
SHP-1075,Central,Road,WH-A,57.02,336.36,452.07,3.07
SHP-1076,North,Road,WH-D,43.91,478.39,472.44,4.21
SHP-1077,Central,Road,WH-B,172.25,888.86,1627.14,4.1
SHP-1078,Central,Sea,WH-D,118.26,527.74,517.67,5.87
SHP-1079,East,Sea,WH-B,110.89,1370.94,761.97,7.75
SHP-1080,South,Road,WH-B,39.77,901.94,459.8,4.54
SHP-1081,North,Road,WH-A,96.2,472.75,993.05,3.88
SHP-1082,East,Air,WH-D,72.51,468.35,1623.75,3.01
SHP-1083,South,Road,WH-C,90.66,1077.98,826.26,5.33
SHP-1084,South,Road,WH-D,33.53,526.32,265.89,2.88
SHP-1085,West,Rail,WH-D,107.32,969.02,869.38,6.3
SHP-1086,North,Road,WH-C,30.41,1288.71,404.19,4.93
SHP-1087,South,Sea,WH-A,79.6,446.74,332.32,6.29
SHP-1088,East,Road,WH-D,97.48,583.44,970.98,5.0
SHP-1089,West,Road,WH-D,117.98,788.71,1236.84,5.37
SHP-1090,North,Road,WH-B,101.15,712.23,1054.3,4.7
SHP-1091,Central,Air,WH-D,110.39,709.84,2423.87,3.62
SHP-1092,East,Road,WH-C,99.81,259.81,842.99,4.14
SHP-1093,South,Rail,WH-B,57.78,327.92,369.23,4.31
SHP-1094,South,Road,WH-A,39.45,388.49,494.53,3.01
SHP-1095,East,Sea,WH-B,137.99,882.64,759.91,7.13
SHP-1096,South,Road,WH-C,158.47,272.33,1560.09,3.97
SHP-1097,West,Road,WH-C,78.02,1023.67,809.41,4.87
SHP-1098,North,Rail,WH-B,62.94,716.46,425.12,5.53
SHP-1099,West,Road,WH-A,33.23,857.51,372.15,4.58
SHP-1100,South,Road,WH-B,68.03,315.39,734.1,3.43
SHP-1101,Central,Sea,WH-A,60.07,510.15,391.96,7.67
SHP-1102,North,Road,WH-B,47.17,568.78,472.69,3.63
SHP-1103,North,Air,WH-C,142.47,556.9,3381.83,2.81
SHP-1104,East,Road,WH-D,111.67,567.88,1113.69,4.29
SHP-1105,East,Air,WH-D,112.65,431.5,2485.15,1.0
SHP-1106,Central,Road,WH-A,80.23,525.79,922.31,3.87
SHP-1107,North,Road,WH-A,54.73,809.25,421.57,3.82
SHP-1108,Central,Sea,WH-A,90.83,281.48,469.65,5.97
SHP-1109,East,Air,WH-C,87.4,1035.44,1999.8,3.15
SHP-1110,East,Road,WH-B,38.91,789.43,548.63,4.72
SHP-1111,North,Road,WH-C,112.81,310.04,1144.89,3.52
SHP-1112,West,Sea,WH-D,84.3,592.44,437.86,6.16
SHP-1113,South,Road,WH-A,87.47,759.54,944.75,4.66
SHP-1114,East,Air,WH-B,64.09,272.34,1347.35,1.08
SHP-1115,East,Air,WH-D,73.94,502.78,1744.15,1.0
SHP-1116,West,Road,WH-D,113.22,474.52,1005.99,4.1
SHP-1117,West,Road,WH-D,162.88,361.45,1604.94,4.81
SHP-1118,Central,Rail,WH-C,165.81,515.08,1121.81,5.94
SHP-1119,Central,Road,WH-A,71.71,369.39,569.78,3.79
SHP-1120,South,Road,WH-D,82.03,953.05,861.04,5.36
SHP-1121,South,Sea,WH-A,132.64,364.75,648.63,6.86
SHP-1122,North,Rail,WH-C,59.26,720.65,390.44,5.11
SHP-1123,Central,Air,WH-D,47.47,222.61,981.25,1.44
SHP-1124,East,Rail,WH-C,91.76,455.93,672.27,5.34
SHP-1125,Central,Rail,WH-C,102.15,495.67,732.61,5.01
SHP-1126,East,Road,WH-A,86.14,448.87,872.4,4.89
SHP-1127,West,Road,WH-D,70.25,407.39,700.65,3.52
SHP-1128,Central,Road,WH-C,101.45,357.66,947.11,3.46
SHP-1129,West,Road,WH-D,73.61,707.81,937.74,2.38
SHP-1130,South,Air,WH-A,82.23,796.11,1848.84,1.65
SHP-1131,South,Road,WH-C,79.71,473.69,725.92,2.68
SHP-1132,North,Road,WH-A,95.17,291.08,931.78,3.73
SHP-1133,Central,Road,WH-D,63.67,1165.72,683.66,4.2
SHP-1134,West,Road,WH-D,91.71,323.01,871.35,4.02
SHP-1135,East,Road,WH-A,31.28,244.56,466.65,4.19
SHP-1136,South,Road,WH-B,56.54,187.53,461.77,2.93
SHP-1137,South,Road,WH-C,108.93,516.84,1079.14,3.16
SHP-1138,East,Road,WH-D,74.6,443.92,659.24,4.22
SHP-1139,West,Road,WH-D,73.3,808.24,767.73,5.7
SHP-1140,West,Air,WH-C,126.69,660.71,2978.85,3.51
SHP-1141,Central,Road,WH-A,143.81,566.4,1434.0,3.44
SHP-1142,Central,Road,WH-A,117.41,432.57,1171.58,3.03
SHP-1143,North,Rail,WH-A,81.7,839.49,523.03,4.49
SHP-1144,South,Road,WH-B,71.48,1207.55,741.72,4.1
SHP-1145,Central,Sea,WH-B,64.77,799.76,501.3,6.99
SHP-1146,West,Road,WH-D,94.86,394.45,972.69,3.35
SHP-1147,East,Road,WH-A,54.69,717.05,549.72,3.82
SHP-1148,West,Rail,WH-C,122.23,406.26,862.22,5.65
SHP-1149,South,Road,WH-D,104.74,289.91,1039.67,3.78
SHP-1150,West,Rail,WH-C,73.27,320.04,434.67,3.3
SHP-1151,North,Road,WH-D,72.85,414.92,695.73,4.55
SHP-1152,South,Sea,WH-B,72.63,517.96,548.63,6.4
SHP-1153,East,Road,WH-D,76.36,1324.88,767.73,6.0
SHP-1154,North,Road,WH-B,87.93,322.72,735.65,3.38
SHP-1155,South,Rail,WH-D,91.32,930.08,708.8,5.37
SHP-1156,East,Road,WH-A,155.99,423.15,1620.0,3.06
SHP-1157,North,Road,WH-C,87.85,187.19,777.25,4.14
SHP-1158,North,Air,WH-A,69.74,386.55,1528.6,1.09
SHP-1159,South,Sea,WH-D,146.32,866.81,844.08,6.48
SHP-1160,Central,Road,WH-D,82.12,581.4,829.4,3.49
SHP-1161,North,Air,WH-D,26.95,598.33,629.32,3.2
SHP-1162,North,Sea,WH-B,160.87,932.33,691.61,7.22
SHP-1163,East,Sea,WH-C,56.62,299.63,364.4,6.72
SHP-1164,West,Road,WH-C,100.44,297.42,962.94,3.58
SHP-1165,South,Air,WH-D,78.88,166.24,1574.87,1.0
SHP-1166,South,Road,WH-D,83.93,750.69,731.57,3.42
SHP-1167,Central,Sea,WH-B,60.18,645.48,277.51,6.07
SHP-1168,Central,Road,WH-A,54.12,697.5,484.14,4.12
SHP-1169,South,Road,WH-A,124.82,279.26,1134.85,3.92
SHP-1170,Central,Air,WH-C,85.17,228.14,2079.46,1.16
SHP-1171,East,Road,WH-B,76.43,261.54,803.65,3.34
SHP-1172,South,Sea,WH-D,77.05,316.45,165.87,5.09
SHP-1173,Central,Sea,WH-C,129.12,1038.88,639.01,6.77
SHP-1174,South,Rail,WH-B,56.89,796.37,426.35,4.17
SHP-1175,West,Road,WH-A,146.88,395.46,1308.87,4.73
SHP-1176,North,Rail,WH-B,93.51,568.86,696.09,4.88
SHP-1177,South,Road,WH-A,72.21,355.81,551.11,3.04
SHP-1178,North,Road,WH-B,66.34,586.9,764.95,3.67
SHP-1179,Central,Sea,WH-C,63.27,285.35,422.86,5.65
SHP-1180,North,Road,WH-A,62.12,706.36,834.89,4.59
SHP-1181,South,Road,WH-C,114.16,327.71,984.82,3.19
SHP-1182,West,Sea,WH-C,51.45,725.48,179.9,6.63
SHP-1183,Central,Road,WH-A,78.96,401.35,837.68,4.76
SHP-1184,South,Road,WH-A,91.07,337.23,986.74,2.85
SHP-1185,Central,Sea,WH-D,55.95,1068.74,402.0,6.95
SHP-1186,East,Road,WH-D,46.44,536.43,570.45,4.48
SHP-1187,North,Air,WH-D,33.49,422.15,880.73,2.7
SHP-1188,East,Sea,WH-C,89.9,709.05,477.45,6.12
SHP-1189,South,Sea,WH-C,38.11,258.99,175.21,4.19
SHP-1190,West,Rail,WH-D,170.81,838.23,1067.85,5.97
SHP-1191,Central,Road,WH-C,100.16,460.85,964.52,3.92
SHP-1192,North,Road,WH-C,36.24,657.46,385.31,4.59
SHP-1193,Central,Air,WH-A,69.63,234.4,1474.58,1.8
SHP-1194,South,Sea,WH-A,69.66,410.11,343.21,5.81
SHP-1195,Central,Road,WH-C,90.78,493.83,816.89,4.74
SHP-1196,North,Road,WH-D,71.0,807.99,828.17,4.09
SHP-1197,South,Road,WH-B,35.79,683.07,428.72,3.89
SHP-1198,Central,Road,WH-D,42.4,408.14,398.71,2.73
SHP-1199,West,Air,WH-B,123.8,573.99,2784.63,2.2
SHP-1200,South,Road,WH-D,67.11,900.68,621.22,3.29
